origins,destinations,path,free_flow_time
13,43,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -100525438#0 -100468681#6 -100468681#5 101607105 -101607101 101607107 101607098#1 101607098#2 -101607965 101607964#1 101607969#0 101607966#0 101607966#1 101607963,2.67674205751415
13,43,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -101611601 101611601 -372606529#2 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607966#0 101607966#1 101607963,2.4252517277609384
13,65,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -100488715#6 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 625955757 71324347#2 71324347#3 71324347#4 71324347#5,2.2623768976594265
13,65,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -101605219 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 625955757 71324347#2 71324347#3 71324347#4 71324347#5,2.3674783766959657
13,65,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -100488715#6 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 101418587 -101418587 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 625955757 71324347#2 71324347#3 71324347#4 71324347#5,2.307805263390168
13,65,100475365#1 282479151#3 282479151#4 100488713 -100488715#7 -101605219 -100488715#5 -100488715#4 101418592 101418584#2 101418584#3 101418584#4 101418587 -101418587 416373452 -100525445 526438862#0 526438862#1 526438862#2 101418589 625955757 71324347#2 71324347#3 71324347#4 71324347#5,2.4129067424267077
13,82,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -372606529#2 -372606529#1 -372606529#0 -120512823#1 -120512823#0 -101609498#5 336863927#0 -101609494#1 -101609494#0,1.9477767348840185
13,82,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -100525438#0 -100468681#6 -100468681#5 101607105 101607099 101607107 101607098#1 101607098#2 -120512823#1 -120512823#0 -101609498#5 336863927#0 -101609494#1 -101609494#0,2.2693610633598293
13,82,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 282479151#7 282479151#1 100475362 -659278038#3 -659278038#2 -659278038#1 -659278038#0 -100525438#2 -100525438#1 -100525438#0 -100468681#6 -100468681#5 101607105 -101607101 101607107 101607098#1 101607098#2 -120512823#1 -120512823#0 -101609498#5 336863927#0 -101609494#1 -101609494#0,2.270181391491082
13,82,100475365#1 282479151#3 282479151#4 282479151#5 282479151#6 100475366 100475359 282689984#0 282689984#1 619185406 619184994 1164659927#1 1164659928 -372606529#8 -372606529#7 -372606529#6 -372606529#5 -372606529#4 -372606529#3 -101611601 101611601 -372606529#2 -372606529#1 -372606529#0 -120512823#1 -120512823#0 -101609498#5 336863927#0 -101609494#1 -101609494#0,2.01869106173787
14,5,-101611601 101611601 -372606529#2 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 -100468681#3 -100468681#2 -100468681#1 -100468681#0,1.6286214557817367
14,5,-101611601 101611601 -372606529#2 101594836#0 -101594836#0 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 -100468681#3 -100468681#2 -100468681#1 -100468681#0,1.7753201352535255
14,5,-101611601 101611601 372606529#3 -372606529#3 -372606529#2 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607969#1 -100468681#3 -100468681#2 -100468681#1 -100468681#0,2.0139755974383995
14,5,-101611601 101611601 -372606529#2 -372606529#1 -372606529#0 -101607965 101607964#1 101607969#0 101607966#0 -101607966#0 101607969#1 -100468681#3 -100468681#2 -100468681#1 -100468681#0,2.025405713041156
14,18,-101611601 101611601 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 -1323419243,2.893463346461694
14,18,-101611601 101611601 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 1323419245 16648700 1323419243 -1323419243,2.8602700691507703
14,18,-101611601 101611601 372606529#3 372606529#4 372606529#5 372606529#6 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 -16648700 16648700 1323419243 -1323419243,3.5801980403392455
14,18,-101611601 101611601 372606529#3 372606529#4 372606529#5 372606529#6 -101611066 101611066 372606529#7 372606529#8 1164659929 120512822 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 -1323419243,3.0395417778342435
15,5,-101604496#1 101604496#1 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,1.5343966816388184
15,5,-101604496#1 101604496#1 100525438#2 -100525438#2 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,1.782736017373112
15,5,-101604496#1 -101604496#0 101604496#0 101604496#1 -100525438#1 -101601553#1 -101601553#0 101600741#4 -100468681#2 -100468681#1 -100468681#0,1.6927720116124205
15,5,-101604496#1 101604496#1 -100525438#1 -101601553#1 -101601553#0 -101600741#3 101600741#3 101600741#4 -100468681#2 -100468681#1 -100468681#0,1.8297948409025238
15,15,-101604496#1 101604496#1 -100525438#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 47374680#0 101749458#0 101749458#1 -101749449#1 101746514 -101746498#2,3.816029161844723
15,15,-101604496#1 101604496#1 -100525438#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 76867740 1323419243 120511145 47374680#0 47374680#1 101415865#0 -101749449#1 101746514 -101746498#2,4.5994137611848185
15,15,-101604496#1 101604496#1 -100525438#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 42762428#1 1164653913 463830226#0 463830226#1 101411570 282689981#1 -120511301 101411571#0 -47374680#8 -47374680#7 -47374680#6 101746498#0 101746498#1 101746498#2 -101746498#2,3.8260924672244703
15,15,-101604496#1 101604496#1 -100525438#1 -100525438#0 100468681#7 100468681#8 282479126 133906980 133906979 282479125#0 282479125#1 120511930 -42762428#0 -697042776#1 42762429 1323419246 184568063 1323419245 16648700 1323419243 120511145 47374680#0 101749458#0 101749458#1 -101749449#1 101746514 -101746498#2,3.7828358845337986
16,14,101594836#1 101594812#3 101594812#0 101594843 101594815#0 -659283000#5 -659283000#3 -659283000#2 -659283000#1 -659283000#0 -282479127#2 1164653914 -619184994 120511930 -42762428#0 -697042776#1 42762429 1323419246 -416373452 -101418584#4 -101418584#3 -101418584#2 -101418584#1,2.487204428207568
